Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold,Config
9,0.2775137722492218,0.217738812563552,0.2476262924063869,37,3,udacity,gd,150,dave2v1,0.218,
8,0.2474953979253769,0.18322308314677832,0.2153592405360776,49,3,udacity,gd,200,dave2v1,0.218,
8,0.33024516701698303,0.31064503776181773,0.3204451023894004,28,2,udacity,kmnc,50,dave2v1,0.218,
14,0.3048357367515564,0.15751138325016026,0.2311735600008583,49,6,udacity,kmnc,100,dave2v1,0.218,
16,0.33811432123184204,0.1810305123392554,0.2595724167855487,70,9,udacity,kmnc,150,dave2v1,0.218,
14,0.44341063499450684,0.3503612983603073,0.39688596667740705,93,5,udacity,kmnc,200,dave2v1,0.218,
8,0.3549571931362152,0.19106810635189142,0.2730126497440533,31,7,udacity,nac,50,dave2v1,0.218,
11,0.48355206847190857,0.33413587488165,0.40884397167677927,55,4,udacity,nac,100,dave2v1,0.218,
11,0.5358627438545227,0.5609147242261052,0.548388734040314,86,3,udacity,nac,150,dave2v1,0.218,
12,0.5563146471977234,0.5874148680684346,0.571864757633079,111,7,udacity,nac,200,dave2v1,0.218,
6,0.2738397717475891,,,17,1,udacity,lsa,50,dave2v1,0.218,
9,0.49947014451026917,0.35094080114522597,0.42520547282774757,48,3,udacity,lsa,100,dave2v1,0.218,
16,0.33764269948005676,0.21278545452981204,0.2752140770049344,78,6,udacity,lsa,150,dave2v1,0.218,
13,0.6534019708633423,0.4748799072900786,0.5641409390767105,102,0,udacity,lsa,200,dave2v1,0.218,
0,-1.0,-1.0,-1.0,7,7,udacity,std,50,dave2v1,0.218,
10,0.2648252546787262,0.20161374530435125,0.23321949999153874,32,7,udacity,std,100,dave2v1,0.218,
10,0.2854715883731842,0.17806175255605328,0.23176667046461874,30,6,udacity,std,150,dave2v1,0.218,
11,0.3143603503704071,,,41,1,udacity,std,200,dave2v1,0.218,
4,0.1813039779663086,-0.005379533475375391,0.0879622222454666,12,4,udacity,pace,50,dave2v1,0.218,
9,0.18675550818443298,0.0947615971845496,0.14075855268449128,28,8,udacity,pace,100,dave2v1,0.218,
7,0.213357612490654,0.20362139826450387,0.20848950537757893,31,3,udacity,pace,150,dave2v1,0.218,
14,0.3637441098690033,0.27999953217415313,0.3218718210215782,45,2,udacity,pace,200,dave2v1,0.218,
0,-1.0,-1.0,-1.0,3,3,udacity,dr,50,dave2v1,0.262,
2,0.15626385807991028,0.3776138770010841,0.2669388675404972,7,2,udacity,dr,100,dave2v1,0.262,
2,0.1998034566640854,-0.007873293774510822,0.09596508144478728,9,0,udacity,dr,150,dave2v1,0.262,
4,0.18949808180332184,0.2274614853083826,0.20847978355585223,16,2,udacity,dr,200,dave2v1,0.262,
2,0.0029024274554103613,,,13,1,udacity,ces,50,dave2v1,0.262,
7,0.1751243621110916,0.1355605364471106,0.15534244927910112,23,7,udacity,ces,100,dave2v1,0.262,
9,0.2637147903442383,0.09516214709784096,0.17943846872103963,38,7,udacity,ces,150,dave2v1,0.262,
17,0.3505208194255829,0.24388063351923278,0.2972007264724078,56,5,udacity,ces,200,dave2v1,0.262,
3,0.16527938842773438,,,8,1,udacity,est,50,dave2v1,0.262,
7,0.3140002191066742,0.15417861595962487,0.23408941753314955,33,0,udacity,est,100,dave2v1,0.262,
11,0.28190532326698303,0.19737814269462592,0.2396417329808045,35,8,udacity,est,150,dave2v1,0.262,
11,0.29311349987983704,0.26742196182855127,0.28026773085419415,42,4,udacity,est,200,dave2v1,0.262,
3,0.22047263383865356,0.11642713100203743,0.1684498824203455,6,0,udacity,rnd,50,dave2v1,0.262,
3,0.2044348418712616,0.029334128551872285,0.11688448521156694,10,0,udacity,rnd,100,dave2v1,0.262,
7,0.21155400574207306,,,21,1,udacity,rnd,150,dave2v1,0.262,
5,0.2133905440568924,0.035776394578024825,0.12458346931745862,23,6,udacity,rnd,200,dave2v1,0.262,
7,0.29357749223709106,0.41126727712036293,0.352422384678727,21,3,udacity,ent,50,dave2v1,0.262,
9,0.438561350107193,0.42274688118333636,0.4306541156452647,36,2,udacity,ent,100,dave2v1,0.262,
13,0.47410744428634644,0.4009859012944031,0.43754667279037474,51,3,udacity,ent,150,dave2v1,0.262,
16,0.4459212124347687,0.3309170794488962,0.38841914594183247,74,7,udacity,ent,200,dave2v1,0.262,
0,-1.0,-1.0,-1.0,3,3,udacity,gini,50,dave2v1,0.262,
2,0.1401195526123047,0.0800193358938531,0.1100694442530789,8,4,udacity,gini,100,dave2v1,0.262,
3,0.18803814053535461,0.05327621225125641,0.1206571763933055,9,3,udacity,gini,150,dave2v1,0.262,
3,0.17876757681369781,0.02320393460362754,0.10098575570866268,9,0,udacity,gini,200,dave2v1,0.262,
3,0.06673705577850342,,,10,1,udacity,gd,50,dave2v1,0.262,
5,0.1650768220424652,0.13032524516696092,0.14770103360471307,14,3,udacity,gd,100,dave2v1,0.262,
5,0.26960593461990356,0.1574498580790276,0.21352789634946556,30,0,udacity,gd,150,dave2v1,0.262,
10,0.34394028782844543,0.2713697378262962,0.30765501282737084,38,3,udacity,gd,200,dave2v1,0.262,
7,0.1634504348039627,0.052814953578418436,0.10813269419119056,24,8,udacity,kmnc,50,dave2v1,0.262,
11,0.34292200207710266,0.26181084086726425,0.30236642147218346,41,5,udacity,kmnc,100,dave2v1,0.262,
13,0.35887300968170166,0.2767098196491556,0.3177914146654286,59,5,udacity,kmnc,150,dave2v1,0.262,
14,0.3684258759021759,0.21353569573342907,0.2909807858178025,73,9,udacity,kmnc,200,dave2v1,0.262,
7,0.35251086950302124,0.29317240460698835,0.3228416370550048,29,4,udacity,nac,50,dave2v1,0.262,
7,0.5007287859916687,0.28069415501571543,0.39071147050369204,47,3,udacity,nac,100,dave2v1,0.262,
21,0.2830727994441986,0.20810044314632056,0.2455866212952596,73,9,udacity,nac,150,dave2v1,0.262,
21,0.34646186232566833,0.2613553248561821,0.30390859359092526,95,12,udacity,nac,200,dave2v1,0.262,
4,0.10440842062234879,0.057694869593987154,0.08105164510816797,15,7,udacity,lsa,50,dave2v1,0.262,
9,0.33383768796920776,0.20231292354116,0.2680753057551839,42,5,udacity,lsa,100,dave2v1,0.262,
13,0.41351380944252014,0.35647626273998323,0.3849950360912517,68,6,udacity,lsa,150,dave2v1,0.262,
10,0.6392212510108948,0.5825152785447574,0.6108682647778261,87,3,udacity,lsa,200,dave2v1,0.262,
0,-1.0,-1.0,-1.0,5,5,udacity,std,50,dave2v1,0.262,
5,0.22606317698955536,0.1150010675036848,0.17053212224662007,20,2,udacity,std,100,dave2v1,0.262,
5,0.15998244285583496,0.24713256231874173,0.20355750258728833,20,2,udacity,std,150,dave2v1,0.262,
6,0.2164219617843628,0.12689821175042748,0.17166008676739514,28,8,udacity,std,200,dave2v1,0.262,
3,0.19030411541461945,0.10577703108739442,0.14804057325100695,9,2,udacity,pace,50,dave2v1,0.262,
4,0.2721303403377533,0.04160270875875584,0.15686652454825456,20,0,udacity,pace,100,dave2v1,0.262,
6,0.14865101873874664,,,22,1,udacity,pace,150,dave2v1,0.262,
8,0.34823721647262573,0.13484131998483354,0.24153926822872962,29,0,udacity,pace,200,dave2v1,0.262,
0,-1.0,-1.0,-1.0,3,3,udacity,dr,50,dave2v1,0.305,
0,-1.0,-1.0,-1.0,5,5,udacity,dr,100,dave2v1,0.305,
2,0.0062786489725112915,,,7,1,udacity,dr,150,dave2v1,0.305,
3,0.13623441755771637,0.38487655693253225,0.26055548724512434,13,3,udacity,dr,200,dave2v1,0.305,
3,0.05194256454706192,0.4496795795661558,0.25081107205660885,10,4,udacity,ces,50,dave2v1,0.305,
4,0.17876461148262024,0.05763450861091181,0.11819956004676602,20,0,udacity,ces,100,dave2v1,0.305,
8,0.26198649406433105,0.2274805907135502,0.24473354238894063,25,2,udacity,ces,150,dave2v1,0.305,
10,0.3093821704387665,0.2796925002944498,0.29453733536660814,35,2,udacity,ces,200,dave2v1,0.305,
2,0.039504874497652054,,,7,1,udacity,est,50,dave2v1,0.305,
4,0.2551799416542053,0.11197971990013117,0.18357983077716825,18,7,udacity,est,100,dave2v1,0.305,
5,0.1507568657398224,0.18065919659638022,0.1657080311681013,21,2,udacity,est,150,dave2v1,0.305,
7,0.23930007219314575,0.30524191563404257,0.27227099391359416,26,4,udacity,est,200,dave2v1,0.305,
1,0.6972193717956543,,,4,1,udacity,rnd,50,dave2v1,0.305,
1,0.12628701329231262,0.059392560725301725,0.09283978700880717,4,2,udacity,rnd,100,dave2v1,0.305,
4,0.28029924631118774,,,15,1,udacity,rnd,150,dave2v1,0.305,
3,0.14735004305839539,-0.0012736783205430403,0.07303818236892617,14,3,udacity,rnd,200,dave2v1,0.305,
5,0.2527245283126831,0.3494268473093624,0.3010756878110228,16,2,udacity,ent,50,dave2v1,0.305,
6,0.4641188383102417,0.37120732678105955,0.41766308254565065,31,6,udacity,ent,100,dave2v1,0.305,
11,0.4515407383441925,0.32952522356986785,0.39053298095703015,41,0,udacity,ent,150,dave2v1,0.305,
16,0.36340993642807007,0.2555985120639209,0.3095042242459955,53,7,udacity,ent,200,dave2v1,0.305,
-1,-1.0,,-1.0,2,-1,udacity,gini,50,dave2v1,0.305,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,gini,100,dave2v1,0.305,
1,0.17584526538848877,0.10151151610586781,0.1386783907471783,4,2,udacity,gini,150,dave2v1,0.305,
1,0.15622852742671967,0.06506373135384125,0.11064612939028046,4,2,udacity,gini,200,dave2v1,0.305,
2,0.08824960887432098,,,5,1,udacity,gd,50,dave2v1,0.305,
3,0.10730767250061035,,,8,1,udacity,gd,100,dave2v1,0.305,
7,0.30252668261528015,0.09952689323952095,0.20102678792740056,21,2,udacity,gd,150,dave2v1,0.305,
6,0.23444624245166779,0.26310351002729204,0.24877487623947991,24,2,udacity,gd,200,dave2v1,0.305,
8,0.25553157925605774,0.1360420050952656,0.19578679217566167,18,0,udacity,kmnc,50,dave2v1,0.305,
9,0.29334351420402527,0.08641975184318107,0.18988163302360317,32,5,udacity,kmnc,100,dave2v1,0.305,
10,0.37748074531555176,0.346540295196192,0.3620105202558719,45,2,udacity,kmnc,150,dave2v1,0.305,
11,0.334888756275177,0.1461914439436813,0.24054010010942917,57,11,udacity,kmnc,200,dave2v1,0.305,
8,0.310438334941864,0.25820319631247735,0.2843207656271707,25,6,udacity,nac,50,dave2v1,0.305,
5,0.4967789947986603,0.2746574470546236,0.38571822092664193,41,0,udacity,nac,100,dave2v1,0.305,
14,0.44086042046546936,0.4214730590725497,0.43116673976900954,60,4,udacity,nac,150,dave2v1,0.305,
18,0.20398911833763123,0.1416615786146967,0.17282534847616396,69,12,udacity,nac,200,dave2v1,0.305,
3,0.22904610633850098,,,11,1,udacity,lsa,50,dave2v1,0.305,
5,0.5345101952552795,0.3580099136955573,0.4462600544754184,30,0,udacity,lsa,100,dave2v1,0.305,
8,0.5045309662818909,,,51,1,udacity,lsa,150,dave2v1,0.305,
11,0.37883856892585754,0.3155878014204152,0.3472131851731364,61,12,udacity,lsa,200,dave2v1,0.305,
0,-1.0,-1.0,-1.0,3,3,udacity,std,50,dave2v1,0.305,
5,0.2749970853328705,0.15627915546975518,0.21563812040131283,15,3,udacity,std,100,dave2v1,0.305,
6,0.22916141152381897,0.09878697171950554,0.16397419162166227,16,0,udacity,std,150,dave2v1,0.305,
7,0.2913249433040619,0.06588040401883599,0.17860267366144894,19,0,udacity,std,200,dave2v1,0.305,
1,-1.0,-1.0,-1.0,5,0,udacity,pace,50,dave2v1,0.305,
3,0.24810223281383514,0.05060435369505452,0.14935329325444482,11,3,udacity,pace,100,dave2v1,0.305,
5,0.21370437741279602,0.12658877737118124,0.17014657739198863,17,3,udacity,pace,150,dave2v1,0.305,
6,0.19267970323562622,0.35679579744657614,0.27473775034110115,18,3,udacity,pace,200,dave2v1,0.305,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v1,0.349,-1.0
-1,-1.0,,-1.0,0,-1,udacity,dr,100,dave2v1,0.349,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v1,0.349,-1.0
1,0.18545302748680115,0.04611351489487156,0.11578327119083635,5,3,udacity,dr,200,dave2v1,0.349,
2,0.12636123597621918,0.11076361907888366,0.11856242752755142,7,2,udacity,ces,50,dave2v1,0.349,
4,0.1358642429113388,0.08312614494818704,0.10949519392976292,13,2,udacity,ces,100,dave2v1,0.349,
2,0.0019502078648656607,-0.05753102478965057,-0.027790408462392453,17,13,udacity,ces,150,dave2v1,0.349,
8,0.3277503252029419,0.2553600793543795,0.2915552022786607,25,4,udacity,ces,200,dave2v1,0.349,
2,0.18404985964298248,0.046175154588534786,0.11511250711575863,6,0,udacity,est,50,dave2v1,0.349,
5,0.23418843746185303,,,12,1,udacity,est,100,dave2v1,0.349,
3,0.06194980442523956,,,13,1,udacity,est,150,dave2v1,0.349,
6,0.23093140125274658,0.10755359508454583,0.1692424981686462,17,0,udacity,est,200,dave2v1,0.349,
-1,-1.0,,-1.0,2,-1,udacity,rnd,50,dave2v1,0.349,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,rnd,100,dave2v1,0.349,
2,0.1899738758802414,0.02598539460905229,0.10797963524464685,9,4,udacity,rnd,150,dave2v1,0.349,
2,0.2703171968460083,0.03502877338488369,0.152672985115446,9,0,udacity,rnd,200,dave2v1,0.349,
2,0.11623605340719223,0.060512834777151,0.08837444409217161,10,6,udacity,ent,50,dave2v1,0.349,
7,0.2569577097892761,,,20,1,udacity,ent,100,dave2v1,0.349,
8,0.3397770822048187,0.2388319386976698,0.2893045104512443,23,3,udacity,ent,150,dave2v1,0.349,
7,0.3646220862865448,0.2321370064290245,0.29837954635778463,31,4,udacity,ent,200,dave2v1,0.349,
-1,-1.0,,-1.0,2,-1,udacity,gini,50,dave2v1,0.349,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,gini,100,dave2v1,0.349,
1,-0.03135240823030472,0.8593237036707191,0.4139856477202072,4,2,udacity,gini,150,dave2v1,0.349,
1,0.24836912751197815,0.11889112511575567,0.1836301263138669,4,2,udacity,gini,200,dave2v1,0.349,
1,0.21252191066741943,0.06238824815789391,0.13745507941265667,4,2,udacity,gd,50,dave2v1,0.349,
-1,-1.0,,-1.0,2,-1,udacity,gd,100,dave2v1,0.349,-1.0
4,0.2571464776992798,0.20324276137815003,0.2301946195387149,16,5,udacity,gd,150,dave2v1,0.349,
6,0.2300749570131302,0.1408678971784051,0.18547142709576764,17,4,udacity,gd,200,dave2v1,0.349,
6,0.18818527460098267,0.19984231610000605,0.19401379535049434,15,2,udacity,kmnc,50,dave2v1,0.349,
6,0.3160385489463806,0.2003286037273993,0.25818357633688993,28,3,udacity,kmnc,100,dave2v1,0.349,
11,0.3182932436466217,0.20598852971100887,0.2621408866788153,39,5,udacity,kmnc,150,dave2v1,0.349,
12,0.366849422454834,0.2897814889603605,0.32831545570759724,47,6,udacity,kmnc,200,dave2v1,0.349,
8,0.3194868564605713,0.23864817671048288,0.2790675165855271,24,3,udacity,nac,50,dave2v1,0.349,
7,0.40027958154678345,0.3451739388280557,0.37272676018741957,37,9,udacity,nac,100,dave2v1,0.349,
12,0.2844361960887909,0.12588656796675493,0.2051613820277729,51,3,udacity,nac,150,dave2v1,0.349,
12,0.4568411409854889,0.3097836300864515,0.3833123855359702,55,0,udacity,nac,200,dave2v1,0.349,
1,0.214229017496109,0.0715376501720527,0.14288333383408086,4,2,udacity,lsa,50,dave2v1,0.349,
6,0.2561035454273224,0.11396058203945153,0.18503206373338696,22,3,udacity,lsa,100,dave2v1,0.349,
8,0.31011173129081726,0.20245444642019472,0.256283088855506,37,6,udacity,lsa,150,dave2v1,0.349,
9,0.44461408257484436,0.4012014748363756,0.42290777870560997,45,2,udacity,lsa,200,dave2v1,0.349,
-1,-1.0,,-1.0,1,-1,udacity,std,50,dave2v1,0.349,-1.0
2,0.0780387744307518,,,10,1,udacity,std,100,dave2v1,0.349,
2,0.24379335343837738,0.06302012028991846,0.1534067368641479,9,5,udacity,std,150,dave2v1,0.349,
5,0.2532432973384857,0.36399775383783023,0.308620525588158,15,3,udacity,std,200,dave2v1,0.349,
0,-1.0,-1.0,-1.0,3,3,udacity,pace,50,dave2v1,0.349,
1,0.26280754804611206,0.15334002170400104,0.20807378487505657,4,2,udacity,pace,100,dave2v1,0.349,
3,0.1879691481590271,0.3421815793608197,0.2650753637599234,9,2,udacity,pace,150,dave2v1,0.349,
4,0.16742999851703644,,,12,1,udacity,pace,200,dave2v1,0.349,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,0,-1,udacity,dr,100,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v1,0.393,-1.0
1,0.19884243607521057,0.042104726542471646,0.12047358130884112,4,2,udacity,dr,200,dave2v1,0.393,
1,0.3246583044528961,0.9547266004058851,0.6396924524293905,5,2,udacity,ces,50,dave2v1,0.393,
1,0.0991542711853981,0.015423852075852645,0.057289061630625374,10,4,udacity,ces,100,dave2v1,0.393,
3,0.09208357334136963,,,12,1,udacity,ces,150,dave2v1,0.393,
2,0.20993010699748993,0.09844702380156367,0.1541885653995268,17,13,udacity,ces,200,dave2v1,0.393,
0,-1.0,-1.0,-1.0,5,5,udacity,est,50,dave2v1,0.393,
2,0.11083117872476578,,,7,1,udacity,est,100,dave2v1,0.393,
3,0.14283713698387146,0.09200060872083723,0.11741887285235435,10,3,udacity,est,150,dave2v1,0.393,
5,0.24249939620494843,0.15459348375143836,0.19854643997819338,10,0,udacity,est,200,dave2v1,0.393,
-1,-1.0,,-1.0,1,-1,udacity,rnd,50,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,1,-1,udacity,rnd,100,dave2v1,0.393,-1.0
0,-1.0,-1.0,-1.0,6,6,udacity,rnd,150,dave2v1,0.393,
2,0.23555012047290802,0.08141733141059534,0.1584837259417517,5,0,udacity,rnd,200,dave2v1,0.393,
2,0.18573443591594696,,,7,1,udacity,ent,50,dave2v1,0.393,
4,0.266841858625412,0.16236640072074465,0.21460412967307832,11,2,udacity,ent,100,dave2v1,0.393,
6,0.17477795481681824,0.07142148927093595,0.12309972204387709,14,2,udacity,ent,150,dave2v1,0.393,
7,0.22041858732700348,0.11167967544432447,0.16604913138566396,21,3,udacity,ent,200,dave2v1,0.393,
-1,-1.0,,-1.0,2,-1,udacity,gini,50,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,2,-1,udacity,gini,100,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,2,-1,udacity,gini,150,dave2v1,0.393,-1.0
-1,-1.0,,-1.0,2,-1,udacity,gini,200,dave2v1,0.393,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,gd,50,dave2v1,0.393,
-1,-1.0,,-1.0,1,-1,udacity,gd,100,dave2v1,0.393,-1.0
4,0.15636785328388214,,,9,1,udacity,gd,150,dave2v1,0.393,
4,0.17825137078762054,0.4219451506910754,0.300098260739348,11,3,udacity,gd,200,dave2v1,0.393,
4,0.2600444257259369,0.09843015150632835,0.1792372886161326,12,3,udacity,kmnc,50,dave2v1,0.393,
7,0.21554222702980042,0.143870136320528,0.17970618167516422,23,6,udacity,kmnc,100,dave2v1,0.393,
7,0.37410375475883484,,,30,1,udacity,kmnc,150,dave2v1,0.393,
9,0.42160433530807495,0.3190954116505474,0.37034987347931114,36,7,udacity,kmnc,200,dave2v1,0.393,
8,0.2799186110496521,0.2340684540623571,0.2569935325560046,23,4,udacity,nac,50,dave2v1,0.393,
7,0.4702359735965729,0.33659425737659976,0.4034151154865863,35,5,udacity,nac,100,dave2v1,0.393,
10,0.18323339521884918,0.2613429254693212,0.2222881603440852,45,7,udacity,nac,150,dave2v1,0.393,
11,0.19799469411373138,0.09014057189953142,0.1440676330066314,48,5,udacity,nac,200,dave2v1,0.393,
-1,-1.0,,-1.0,1,-1,udacity,lsa,50,dave2v1,0.393,-1.0
4,0.12463589012622833,0.01157941684328349,0.0681076534847559,15,5,udacity,lsa,100,dave2v1,0.393,
6,0.27152544260025024,0.21841271006679575,0.244969076333523,26,2,udacity,lsa,150,dave2v1,0.393,
6,0.3636745810508728,0.21198459114472923,0.287829586097801,33,4,udacity,lsa,200,dave2v1,0.393,
-1,-1.0,,-1.0,1,-1,udacity,std,50,dave2v1,0.393,-1.0
0,-1.0,-1.0,-1.0,6,6,udacity,std,100,dave2v1,0.393,
2,0.16192558407783508,0.07833621628955893,0.12013090018369701,7,2,udacity,std,150,dave2v1,0.393,
4,0.13656367361545563,0.07603599966225084,0.10629983663885323,11,0,udacity,std,200,dave2v1,0.393,
0,-1.0,-1.0,-1.0,3,3,udacity,pace,50,dave2v1,0.393,
-1,-1.0,,-1.0,2,-1,udacity,pace,100,dave2v1,0.393,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,pace,150,dave2v1,0.393,
2,0.15923893451690674,0.004893627372105951,0.08206628094450634,8,4,udacity,pace,200,dave2v1,0.393,
-1,-1.0,,-1.0,0,-1,udacity,dr,50,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,0,-1,udacity,dr,100,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,1,-1,udacity,dr,150,dave2v1,0.436,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,dr,200,dave2v1,0.436,
1,0.16457396745681763,0.017680444282883956,0.09112720586985079,5,3,udacity,ces,50,dave2v1,0.436,
3,0.24198487401008606,0.2756655355569314,0.25882520478350873,9,2,udacity,ces,100,dave2v1,0.436,
4,0.15652291476726532,,,12,1,udacity,ces,150,dave2v1,0.436,
5,0.2017037719488144,0.4277032235020903,0.31470349772545236,13,3,udacity,ces,200,dave2v1,0.436,
0,-1.0,-1.0,-1.0,3,3,udacity,est,50,dave2v1,0.436,
1,0.050042182207107544,,,5,1,udacity,est,100,dave2v1,0.436,
3,0.1519296020269394,,,7,1,udacity,est,150,dave2v1,0.436,
2,0.1011015772819519,0.07138343217719884,0.08624250472957537,8,2,udacity,est,200,dave2v1,0.436,
-1,-1.0,,-1.0,1,-1,udacity,rnd,50,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,0,-1,udacity,rnd,100,dave2v1,0.436,-1.0
3,0.2229204922914505,0.11727487110960731,0.1700976817005289,6,0,udacity,rnd,150,dave2v1,0.436,
0,-1.0,-1.0,-1.0,3,3,udacity,rnd,200,dave2v1,0.436,
2,0.21142202615737915,0.08970721246966368,0.15056461931352141,6,2,udacity,ent,50,dave2v1,0.436,
2,0.26221132278442383,0.16712375526292056,0.2146675390236722,8,4,udacity,ent,100,dave2v1,0.436,
4,0.18806609511375427,,,10,1,udacity,ent,150,dave2v1,0.436,
4,0.1962496042251587,0.14182367817802233,0.1690366412015905,16,4,udacity,ent,200,dave2v1,0.436,
-1,-1.0,,-1.0,0,-1,udacity,gini,50,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,0,-1,udacity,gini,100,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,0,-1,udacity,gini,150,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,0,-1,udacity,gini,200,dave2v1,0.436,-1.0
0,-1.0,-1.0,-1.0,3,3,udacity,gd,50,dave2v1,0.436,
-1,-1.0,,-1.0,0,-1,udacity,gd,100,dave2v1,0.436,-1.0
2,0.15412537753582,0.02645072658199324,0.09028805205890662,7,0,udacity,gd,150,dave2v1,0.436,
2,0.1831473708152771,0.1280152498154704,0.15558131031537376,8,4,udacity,gd,200,dave2v1,0.436,
4,0.2766585946083069,0.16118881880895916,0.21892370670863304,10,0,udacity,kmnc,50,dave2v1,0.436,
5,0.19344830513000488,0.11096501337295286,0.15220665925147886,16,3,udacity,kmnc,100,dave2v1,0.436,
5,0.22698910534381866,0.03826069671472114,0.1326249010292699,21,2,udacity,kmnc,150,dave2v1,0.436,
7,0.23551791906356812,0.0852394446924516,0.16037868187800985,24,7,udacity,kmnc,200,dave2v1,0.436,
6,0.1829662322998047,0.14905553370415905,0.16601088300198186,17,4,udacity,nac,50,dave2v1,0.436,
5,0.20382700860500336,0.0701213394719289,0.13697417403846612,24,0,udacity,nac,100,dave2v1,0.436,
6,0.21260298788547516,0.09746401327219772,0.15503350057883644,28,4,udacity,nac,150,dave2v1,0.436,
5,0.27760472893714905,,,29,1,udacity,nac,200,dave2v1,0.436,
-1,-1.0,,-1.0,1,-1,udacity,lsa,50,dave2v1,0.436,-1.0
4,0.16690433025360107,0.05065959031943183,0.10878196028651646,14,4,udacity,lsa,100,dave2v1,0.436,
5,0.3113662004470825,0.1103971081680707,0.2108816543075766,20,0,udacity,lsa,150,dave2v1,0.436,
8,0.226970374584198,0.23384610779441514,0.23040824118930658,27,3,udacity,lsa,200,dave2v1,0.436,
-1,-1.0,,-1.0,0,-1,udacity,std,50,dave2v1,0.436,-1.0
0,-1.0,-1.0,-1.0,5,5,udacity,std,100,dave2v1,0.436,
1,0.22793595492839813,0.04496242166842191,0.13644918829841002,4,2,udacity,std,150,dave2v1,0.436,
0,-1.0,-1.0,-1.0,9,9,udacity,std,200,dave2v1,0.436,
-1,-1.0,,-1.0,1,-1,udacity,pace,50,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,2,-1,udacity,pace,100,dave2v1,0.436,-1.0
-1,-1.0,,-1.0,2,-1,udacity,pace,150,dave2v1,0.436,-1.0
2,0.08291038125753403,,,6,1,udacity,pace,200,dave2v1,0.436,
